Country,Age,Gender,Customer_Segment,Date,Year,Month,Total_Purchases,Total_Amount,Product_Category,Product_Brand,Product_Type,Payment_Method,Month_Name,Avg_Order_Value,Total_Amount_M,Age_Group
Germany,26.0,Male,Premium,2024-01-19,2024,1,3.0,625.7264573,Electronics,Apple,Laptop,PayPal,Jan,208.57548576666667,0.0006257264573,26-35
USA,34.0,Male,Regular,2023-05-23,2023,5,9.0,1036.536859,Grocery,Pepsi,Water,PayPal,May,115.17076211111112,0.001036536859,26-35
Canada,29.0,Female,Regular,2024-02-13,2024,2,8.0,485.0700141,Electronics,Apple,Laptop,PayPal,Feb,60.6337517625,0.00048507001409999997,26-35
USA,26.0,Male,Regular,2023-03-21,2023,3,6.0,722.1788234,Home Decor,Home Depot,Tools,PayPal,Mar,120.36313723333335,0.0007221788234000001,26-35
Canada,27.0,Female,Regular,2023-06-18,2023,6,10.0,2176.405694,Grocery,Nestle,Coffee,Debit Card,Jun,217.6405694,0.002176405694,26-35
Germany,48.0,Male,Premium,2023-03-15,2023,3,4.0,139.3507976,Home Decor,IKEA,Decorations,PayPal,Mar,34.8376994,0.0001393507976,36-50
Germany,20.0,Male,New,2023-03-14,2023,3,6.0,2281.631355,Clothing,Nike,Shoes,PayPal,Mar,380.2718925,0.002281631355,18-25
UK,19.0,Female,Regular,2023-08-21,2023,8,8.0,1320.92654,Home Decor,Home Depot,Decorations,Cash,Aug,165.1158175,0.0013209265399999998,18-25
USA,64.0,Male,Premium,2023-04-25,2023,4,2.0,109.1630434,Grocery,Nestle,Coffee,Debit Card,Apr,54.5815217,0.00010916304340000001,50+
Canada,46.0,Female,Regular,2023-04-17,2023,4,5.0,581.3312691,Grocery,Pepsi,Water,PayPal,Apr,116.26625382,0.0005813312691,36-50
UK,19.0,Male,Regular,2023-08-25,2023,8,8.0,1213.838267,Clothing,Adidas,Shoes,Debit Card,Aug,151.729783375,0.001213838267,18-25
Canada,69.0,Male,Regular,2023-05-31,2023,5,5.0,200.7159651,Books,Penguin Books,Non-Fiction,Cash,May,40.14319302,0.00020071596510000002,50+
Canada,26.0,Male,Premium,2024-01-17,2024,1,10.0,2829.819589,Electronics,Whirepool,Fridge,Debit Card,Jan,282.9819589,0.002829819589,26-35
Germany,22.0,Female,New,2023-04-14,2023,4,5.0,316.930352,Home Decor,Bed Bath & Beyond,Bathroom,PayPal,Apr,63.38607040000001,0.00031693035200000005,18-25
UK,24.0,Male,Regular,2023-09-18,2023,9,1.0,395.1340767,Home Decor,IKEA,Furniture,PayPal,Sep,395.1340767,0.0003951340767,18-25
USA,20.0,Female,New,2023-09-28,2023,9,9.0,3669.071661,Grocery,Coca-Cola,Juice,Cash,Sep,407.674629,0.003669071661,18-25
Germany,22.0,Male,Regular,2023-10-15,2023,10,5.0,1157.965647,Electronics,Apple,Laptop,Cash,Oct,231.5931294,0.001157965647,18-25
USA,26.0,Female,Regular,2024-01-30,2024,1,2.0,439.444397,Home Decor,Bed Bath & Beyond,Kitchen,Credit Card,Jan,219.7221985,0.000439444397,26-35
Germany,43.0,Female,New,2023-06-21,2023,6,4.0,183.9494458,Clothing,Adidas,T-shirt,PayPal,Jun,45.98736145,0.0001839494458,36-50
Germany,20.0,Male,Regular,2023-11-14,2023,11,9.0,163.4309487,Grocery,Coca-Cola,Water,Debit Card,Nov,18.1589943,0.0001634309487,18-25
USA,23.0,Female,Regular,2024-01-21,2024,1,4.0,1662.41924,Clothing,Nike,Shorts,Credit Card,Jan,415.60481,0.00166241924,18-25
USA,21.0,Male,New,2023-10-30,2023,10,3.0,1423.34048,Clothing,Zara,Jeans,Cash,Oct,474.4468266666667,0.00142334048,18-25
Canada,44.0,Male,Regular,2023-04-24,2023,4,9.0,2041.510247,Clothing,Zara,Jeans,Debit Card,Apr,226.83447188888888,0.0020415102469999997,36-50
Canada,45.0,Male,Regular,2023-11-22,2023,11,2.0,629.2935473,Electronics,Samsung,Television,PayPal,Nov,314.64677365,0.0006292935473,36-50
UK,46.0,Female,New,2023-10-17,2023,10,3.0,1098.355159,Clothing,Zara,Jeans,PayPal,Oct,366.1183863333333,0.0010983551589999999,36-50
USA,22.0,Male,New,2023-07-16,2023,7,1.0,207.4635559,Home Decor,IKEA,Decorations,Debit Card,Jul,207.4635559,0.00020746355589999998,18-25
USA,30.0,Female,New,2024-01-26,2024,1,2.0,997.1644109,Grocery,Nestle,Chocolate,Debit Card,Jan,498.58220545,0.0009971644109,26-35
UK,26.0,Male,Regular,2023-05-26,2023,5,3.0,479.2718431,Electronics,Whirepool,Fridge,Debit Card,May,159.75728103333333,0.0004792718431,26-35
UK,39.0,Male,Regular,2023-03-28,2023,3,10.0,524.3326989,Clothing,Adidas,Jacket,Debit Card,Mar,52.43326989,0.0005243326989,36-50
USA,58.0,Female,Regular,2023-09-13,2023,9,2.0,127.8750881,Grocery,Nestle,Coffee,Debit Card,Sep,63.93754405,0.0001278750881,50+
UK,67.0,Female,New,2023-03-15,2023,3,1.0,357.160668,Books,Penguin Books,Children's,Debit Card,Mar,357.160668,0.00035716066799999996,50+
USA,34.0,Male,Regular,2023-08-24,2023,8,5.0,2231.359416,Grocery,Pepsi,Water,Credit Card,Aug,446.27188319999993,0.0022313594159999997,26-35
USA,23.0,Male,Regular,2023-07-31,2023,7,9.0,1754.306541,Home Decor,Home Depot,Decorations,Debit Card,Jul,194.922949,0.001754306541,18-25
USA,36.0,Male,New,2023-04-20,2023,4,6.0,799.0827957,Home Decor,Home Depot,Tools,PayPal,Apr,133.18046595,0.0007990827957,36-50
USA,20.0,Male,Regular,2023-04-13,2023,4,6.0,2149.489119,Clothing,Zara,Dress,Cash,Apr,358.2481865,0.002149489119,18-25
Canada,36.0,Male,Regular,2023-10-21,2023,10,1.0,148.2056799,Grocery,Pepsi,Juice,Debit Card,Oct,148.2056799,0.0001482056799,36-50
Australia,20.0,Female,Regular,2024-02-14,2024,2,10.0,2971.452731,Electronics,Apple,Smartphone,PayPal,Feb,297.1452731,0.002971452731,18-25
USA,44.0,Male,New,2024-01-13,2024,1,2.0,887.9934294,Electronics,Apple,Tablet,Cash,Jan,443.9967147,0.0008879934293999999,36-50
UK,23.0,Female,Regular,2023-05-17,2023,5,7.0,835.8767608,Clothing,Zara,Dress,Cash,May,119.41096582857143,0.0008358767608000001,18-25
Australia,50.0,Female,New,2023-11-21,2023,11,7.0,1207.119358,Clothing,Adidas,Jacket,Debit Card,Nov,172.44562257142857,0.0012071193579999999,36-50
USA,46.0,Male,New,2023-04-18,2023,4,2.0,293.9407921,Clothing,Zara,Dress,Credit Card,Apr,146.97039605,0.00029394079210000003,36-50
UK,26.0,Male,Regular,2023-07-22,2023,7,6.0,1337.020781,Electronics,Whirepool,Fridge,Debit Card,Jul,222.83679683333332,0.0013370207809999999,26-35
Canada,43.0,Male,Regular,2024-01-30,2024,1,10.0,4936.533186,Grocery,Coca-Cola,Water,Credit Card,Jan,493.6533186,0.004936533186,36-50
Canada,48.0,Male,Premium,2023-11-27,2023,11,9.0,114.3515384,Electronics,Apple,Laptop,Credit Card,Nov,12.705726488888889,0.0001143515384,36-50
Germany,32.0,Male,Premium,2024-02-27,2024,2,1.0,142.987549,Grocery,Nestle,Coffee,Debit Card,Feb,142.987549,0.000142987549,26-35
Germany,20.0,Male,Regular,2023-12-29,2023,12,3.0,95.32112997,Books,HarperCollins,Thriller,Debit Card,Dec,31.77370999,9.532112997e-05,18-25
Canada,68.0,Male,Regular,2023-07-24,2023,7,4.0,519.1133132,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,Credit Card,Jul,129.7783283,0.0005191133132,50+
Germany,18.0,Female,Regular,2023-06-29,2023,6,2.0,584.8980389,Electronics,Apple,Smartphone,Cash,Jun,292.44901945,0.0005848980389,
USA,26.0,Male,Regular,2023-09-26,2023,9,4.0,774.7090336,Grocery,Nestle,Snacks,PayPal,Sep,193.6772584,0.0007747090336,26-35
UK,44.0,Female,Regular,2024-01-18,2024,1,3.0,248.7309069,Electronics,BlueStar,BlueStar AC,Credit Card,Jan,82.9103023,0.0002487309069,36-50
Canada,32.0,Female,Premium,2023-05-15,2023,5,10.0,982.8974944,Electronics,Sony,Smartphone,Cash,May,98.28974944000001,0.0009828974944,26-35
USA,20.0,Female,Regular,2023-12-28,2023,12,4.0,1534.845318,Books,Penguin Books,Non-Fiction,Debit Card,Dec,383.7113295,0.001534845318,18-25
Germany,22.0,Female,Regular,2023-10-15,2023,10,3.0,920.9649069,Electronics,Samsung,Tablet,Credit Card,Oct,306.9883023,0.0009209649069,18-25
USA,34.0,Female,New,2023-09-30,2023,9,9.0,591.9662562,Home Decor,Bed Bath & Beyond,Bedding,Debit Card,Sep,65.77402846666666,0.0005919662562,26-35
UK,36.0,Male,Regular,2023-08-30,2023,8,5.0,692.7566835,Grocery,Nestle,Coffee,Debit Card,Aug,138.5513367,0.0006927566835,36-50
USA,46.0,Male,Regular,2023-11-18,2023,11,6.0,1670.607867,Electronics,Sony,Headphones,Cash,Nov,278.4346445,0.001670607867,36-50
UK,37.0,Male,Regular,2023-12-18,2023,12,1.0,216.909849,Home Decor,IKEA,Lighting,Debit Card,Dec,216.909849,0.00021690984900000002,36-50
Australia,68.0,Male,Premium,2023-09-18,2023,9,2.0,336.133019,Home Decor,IKEA,Lighting,Debit Card,Sep,168.0665095,0.000336133019,50+
Germany,46.0,Male,Premium,2023-05-18,2023,5,1.0,332.153735,Books,HarperCollins,Thriller,PayPal,May,332.153735,0.000332153735,36-50
UK,42.0,Female,New,2023-11-27,2023,11,8.0,3608.500296,Books,Random House,Fiction,Credit Card,Nov,451.062537,0.0036085002960000003,36-50
Canada,63.0,Male,New,2023-06-21,2023,6,10.0,1634.197927,Books,Penguin Books,Non-Fiction,Debit Card,Jun,163.4197927,0.001634197927,50+
USA,20.0,Male,Premium,2024-02-23,2024,2,10.0,2335.302324,Books,Random House,Non-Fiction,Credit Card,Feb,233.53023240000002,0.002335302324,18-25
USA,40.0,Male,Regular,2023-07-13,2023,7,9.0,1665.384557,Clothing,Adidas,T-shirt,PayPal,Jul,185.04272855555556,0.0016653845570000002,36-50
Canada,20.0,Male,New,2023-05-18,2023,5,3.0,727.4795681,Grocery,Coca-Cola,Water,Credit Card,May,242.49318936666668,0.0007274795681,18-25
Canada,31.0,Female,New,2023-04-25,2023,4,1.0,147.9048184,Grocery,Pepsi,Water,Cash,Apr,147.9048184,0.0001479048184,26-35
Australia,61.0,Male,Regular,2024-01-27,2024,1,1.0,315.2530674,Electronics,Samsung,Smartphone,Credit Card,Jan,315.2530674,0.0003152530674,50+
USA,56.0,Male,Regular,2023-03-19,2023,3,6.0,2068.221215,Electronics,Samsung,Tablet,Credit Card,Mar,344.7035358333333,0.002068221215,50+
Germany,33.0,Male,New,2023-04-25,2023,4,3.0,318.1272202,Electronics,Sony,Headphones,Cash,Apr,106.04240673333334,0.0003181272202,26-35
USA,46.0,Male,New,2023-06-23,2023,6,1.0,309.6058346,Books,Penguin Books,Fiction,Cash,Jun,309.6058346,0.00030960583459999996,36-50
Germany,20.0,Female,New,2023-04-24,2023,4,2.0,371.1903812,Home Decor,Bed Bath & Beyond,Kitchen,Credit Card,Apr,185.5951906,0.0003711903812,18-25
UK,67.0,Male,Regular,2023-06-13,2023,6,3.0,186.2108112,Grocery,Coca-Cola,Juice,Debit Card,Jun,62.0702704,0.0001862108112,50+
Germany,62.0,Female,New,2023-10-18,2023,10,4.0,1997.877283,Home Decor,IKEA,Furniture,Cash,Oct,499.46932075,0.001997877283,50+
Canada,20.0,Male,Regular,2023-10-13,2023,10,6.0,1330.352752,Clothing,Adidas,Jacket,Cash,Oct,221.72545866666667,0.001330352752,18-25
Canada,68.0,Female,Regular,2024-01-31,2024,1,9.0,2396.305473,Grocery,Nestle,Coffee,Debit Card,Jan,266.2561636666667,0.002396305473,50+
Australia,46.0,Female,Regular,2023-08-27,2023,8,4.0,173.9922467,Grocery,Pepsi,Water,Debit Card,Aug,43.498061675,0.0001739922467,36-50
Australia,23.0,Male,New,2023-12-23,2023,12,5.0,461.3132878,Clothing,Zara,Dress,Cash,Dec,92.26265756000001,0.0004613132878,18-25
USA,34.0,Male,Regular,2023-06-19,2023,6,5.0,1783.599799,Home Decor,Bed Bath & Beyond,Bedding,Cash,Jun,356.7199598,0.0017835997990000001,26-35
USA,23.0,Male,Regular,2023-10-14,2023,10,9.0,4383.144841,Home Decor,IKEA,Decorations,Credit Card,Oct,487.0160934444445,0.004383144841,18-25
UK,19.0,Male,Regular,2023-06-15,2023,6,8.0,193.9745033,Clothing,Nike,T-shirt,PayPal,Jun,24.2468129125,0.0001939745033,18-25
USA,33.0,Female,Premium,2023-07-31,2023,7,5.0,2213.515547,Books,Penguin Books,Children's,PayPal,Jul,442.7031094,0.002213515547,26-35
USA,57.0,Male,New,2023-04-19,2023,4,3.0,1499.270517,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,Credit Card,Apr,499.75683899999996,0.001499270517,50+
UK,46.0,Male,New,2023-12-31,2023,12,4.0,1819.462983,Home Decor,Bed Bath & Beyond,Bedding,Credit Card,Dec,454.86574575,0.001819462983,36-50
Canada,46.0,Male,Premium,2024-02-17,2024,2,5.0,139.9208565,Books,Penguin Books,Children's,Debit Card,Feb,27.984171300000003,0.00013992085650000002,36-50
Germany,28.0,Female,Regular,2023-10-25,2023,10,5.0,1841.156506,Electronics,Sony,Smartphone,Cash,Oct,368.2313012,0.001841156506,26-35
Germany,66.0,Male,New,2023-10-17,2023,10,8.0,1217.453935,Electronics,Apple,Smartphone,Credit Card,Oct,152.181741875,0.001217453935,50+
USA,26.0,Male,Regular,2023-11-21,2023,11,1.0,402.4071874,Home Decor,Home Depot,Furniture,PayPal,Nov,402.4071874,0.0004024071874,26-35
USA,38.0,Male,New,2023-03-27,2023,3,5.0,1400.214269,Electronics,Apple,Laptop,Credit Card,Mar,280.0428538,0.0014002142690000001,36-50
Australia,26.0,Male,Regular,2024-02-16,2024,2,4.0,1147.42745,Electronics,Whirepool,Fridge,Cash,Feb,286.8568625,0.0011474274499999998,26-35
Canada,46.0,Male,Regular,2023-06-18,2023,6,5.0,1340.895336,Clothing,Adidas,Shoes,Debit Card,Jun,268.1790672,0.0013408953360000001,36-50
USA,26.0,Male,Regular,2023-04-23,2023,4,10.0,1139.831483,Home Decor,Home Depot,Furniture,Debit Card,Apr,113.9831483,0.001139831483,26-35
USA,34.0,Male,Regular,2023-09-16,2023,9,10.0,3779.481398,Clothing,Zara,Dress,Credit Card,Sep,377.9481398,0.003779481398,26-35
UK,54.0,Male,New,2024-02-23,2024,2,4.0,827.7192816,Grocery,Coca-Cola,Soft Drink,Debit Card,Feb,206.9298204,0.0008277192816,50+
USA,65.0,Male,Regular,2023-03-30,2023,3,9.0,4104.656716,Electronics,Apple,Smartphone,Debit Card,Mar,456.0729684444445,0.0041046567160000005,50+
UK,21.0,Male,Regular,2023-04-19,2023,4,10.0,1475.326314,Unknown,Adidas,Jacket,PayPal,Apr,147.53263139999999,0.001475326314,18-25
UK,19.0,Female,Regular,2023-12-22,2023,12,10.0,3873.840414,Clothing,Adidas,Shoes,Cash,Dec,387.3840414,0.0038738404139999996,18-25
USA,19.0,Female,New,2023-07-22,2023,7,8.0,3128.241549,Grocery,Pepsi,Juice,PayPal,Jul,391.030193625,0.003128241549,18-25
Australia,37.0,Male,Regular,2023-06-28,2023,6,7.0,1376.67514,Clothing,Nike,T-shirt,Cash,Jun,196.66787714285715,0.00137667514,36-50
Germany,70.0,Male,New,2023-03-30,2023,3,9.0,1849.810098,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,Credit Card,Mar,205.5344553333333,0.001849810098,50+
Australia,37.0,Male,New,2024-02-24,2024,2,4.0,642.7964646,Home Decor,IKEA,Lighting,PayPal,Feb,160.69911615,0.0006427964646,36-50
USA,26.0,Female,Regular,2023-05-15,2023,5,3.0,931.2531064,Clothing,Nike,T-shirt,Credit Card,May,310.4177021333333,0.0009312531064,26-35
Germany,36.0,Male,Regular,2023-07-28,2023,7,5.0,2236.062109,Home Decor,Home Depot,Tools,Credit Card,Jul,447.2124218,0.002236062109,36-50
USA,44.0,Female,Regular,2023-10-23,2023,10,5.0,1922.528061,Electronics,Apple,Laptop,Debit Card,Oct,384.5056122,0.001922528061,36-50
Australia,26.0,Male,Regular,2023-10-16,2023,10,7.0,1470.995226,Electronics,Whirepool,Fridge,Debit Card,Oct,210.14217514285716,0.001470995226,26-35
USA,35.0,Female,New,2023-05-19,2023,5,4.0,443.554677,Home Decor,IKEA,Furniture,Credit Card,May,110.88866925,0.00044355467700000003,26-35
USA,26.0,Male,Regular,2024-01-29,2024,1,3.0,465.1345284,Books,HarperCollins,Fiction,Cash,Jan,155.0448428,0.00046513452840000005,26-35
Canada,20.0,Female,Premium,2023-07-26,2023,7,9.0,3921.996555,Home Decor,IKEA,Furniture,Credit Card,Jul,435.777395,0.0039219965550000005,18-25
Germany,70.0,Female,Premium,2023-07-27,2023,7,8.0,3896.64698,Home Decor,IKEA,Furniture,Cash,Jul,487.0808725,0.00389664698,50+
UK,46.0,Female,Premium,2023-05-22,2023,5,3.0,684.6302553,Electronics,Apple,Smartphone,Cash,May,228.21008510000001,0.0006846302553000001,36-50
UK,59.0,Female,Regular,2023-04-14,2023,4,10.0,2125.199624,Clothing,Adidas,T-shirt,Cash,Apr,212.5199624,0.002125199624,50+
USA,34.0,Male,New,2023-03-14,2023,3,10.0,1101.104036,Electronics,Unknown,Smartphone,PayPal,Mar,110.1104036,0.001101104036,26-35
USA,23.0,Male,Regular,2023-11-14,2023,11,8.0,2026.69326,Clothing,Adidas,Jacket,Debit Card,Nov,253.3366575,0.00202669326,18-25
Canada,68.0,Male,Premium,2023-10-24,2023,10,3.0,1181.638086,Home Decor,Bed Bath & Beyond,Bathroom,PayPal,Oct,393.87936199999996,0.001181638086,50+
Germany,21.0,Male,Premium,2023-12-19,2023,12,10.0,4800.678383,Books,Random House,Fiction,Credit Card,Dec,480.06783830000006,0.004800678383000001,18-25
USA,38.0,Male,Regular,2023-08-26,2023,8,1.0,167.7853305,Grocery,Pepsi,Soft Drink,Credit Card,Aug,167.7853305,0.00016778533049999997,36-50
Australia,22.0,Male,Regular,2023-08-28,2023,8,7.0,2825.679641,Books,Random House,Non-Fiction,Credit Card,Aug,403.6685201428572,0.0028256796410000003,18-25
USA,34.0,Male,New,2023-08-27,2023,8,5.0,275.5873966,Electronics,Samsung,Television,PayPal,Aug,55.117479319999994,0.00027558739659999995,26-35
UK,46.0,Male,New,2023-10-17,2023,10,8.0,655.9014725,Home Decor,Bed Bath & Beyond,Kitchen,Cash,Oct,81.9876840625,0.0006559014724999999,36-50
Canada,20.0,Female,New,2023-04-30,2023,4,9.0,3393.077235,Clothing,Nike,Shoes,Cash,Apr,377.0085816666667,0.0033930772350000003,18-25
UK,21.0,Female,Regular,2023-05-17,2023,5,4.0,706.7083568,Home Decor,Bed Bath & Beyond,Bedding,PayPal,May,176.6770892,0.0007067083568,18-25
Germany,26.0,Female,Regular,2023-06-16,2023,6,8.0,3692.94217,Home Decor,Home Depot,Furniture,Debit Card,Jun,461.61777125,0.0036929421699999996,26-35
USA,54.0,Female,Regular,2023-09-30,2023,9,1.0,110.8023367,Home Decor,Bed Bath & Beyond,Bedding,PayPal,Sep,110.8023367,0.0001108023367,50+
USA,20.0,Female,Regular,2023-04-22,2023,4,6.0,516.4778482,Books,Random House,Fiction,Cash,Apr,86.07964136666668,0.0005164778482,18-25
USA,52.0,Female,Premium,2023-08-29,2023,8,1.0,443.1225285,Clothing,Zara,Dress,Credit Card,Aug,443.1225285,0.0004431225285,50+
Australia,46.0,Female,New,2023-07-31,2023,7,8.0,266.539388,Books,HarperCollins,Fiction,Cash,Jul,33.3174235,0.00026653938799999996,36-50
USA,40.0,Female,Premium,2024-02-29,2024,2,3.0,837.9821975,Electronics,Sony,Television,Credit Card,Feb,279.3273991666667,0.0008379821975,36-50
Australia,47.0,Male,Regular,2023-12-23,2023,12,1.0,40.78503389,Home Decor,Home Depot,Tools,Cash,Dec,40.78503389,4.078503389e-05,36-50
USA,22.0,Female,Regular,2023-06-15,2023,6,3.0,560.4826694,Home Decor,IKEA,Furniture,Cash,Jun,186.82755646666666,0.0005604826694,18-25
USA,22.0,Female,Regular,2024-02-18,2024,2,9.0,2906.230528,Books,Random House,Non-Fiction,Debit Card,Feb,322.9145031111111,0.002906230528,18-25
Canada,46.0,Male,Regular,2024-01-17,2024,1,4.0,1686.155797,Grocery,Nestle,Coffee,Credit Card,Jan,421.53894925,0.0016861557969999998,36-50
Germany,69.0,Female,New,2023-06-23,2023,6,8.0,1944.216941,Books,HarperCollins,Non-Fiction,Debit Card,Jun,243.027117625,0.0019442169409999998,50+
USA,24.0,Male,New,2024-01-23,2024,1,9.0,2572.928627,Grocery,Pepsi,Juice,Cash,Jan,285.88095855555554,0.0025729286269999996,18-25
UK,21.0,Female,Regular,2023-06-14,2023,6,5.0,2009.361945,Clothing,Zara,Jeans,Cash,Jun,401.872389,0.002009361945,18-25
Canada,57.0,Male,New,2023-10-13,2023,10,10.0,4573.238882,Electronics,Samsung,Tablet,Debit Card,Oct,457.32388819999994,0.004573238881999999,50+
Canada,20.0,Male,New,2024-01-22,2024,1,9.0,2779.443861,Home Decor,IKEA,Lighting,Debit Card,Jan,308.8270956666667,0.0027794438610000004,18-25
USA,34.0,Male,Regular,2024-02-17,2024,2,4.0,1318.450473,Grocery,Pepsi,Water,Credit Card,Feb,329.61261825,0.0013184504730000002,26-35
USA,31.0,Male,Regular,2023-07-26,2023,7,3.0,1053.6918,Books,HarperCollins,Fiction,Cash,Jul,351.23060000000004,0.0010536918,26-35
UK,20.0,Male,Regular,2023-07-16,2023,7,8.0,577.0372429,Books,HarperCollins,Thriller,PayPal,Jul,72.1296553625,0.0005770372429,18-25
UK,41.0,Female,Premium,2023-12-15,2023,12,9.0,1994.721154,Grocery,Nestle,Coffee,Credit Card,Dec,221.63568377777779,0.001994721154,36-50
Canada,39.0,Female,New,2023-06-19,2023,6,7.0,2579.764498,Books,Random House,Fiction,Debit Card,Jun,368.53778542857145,0.002579764498,36-50
USA,20.0,Female,Regular,2023-03-13,2023,3,2.0,504.8835998,Home Decor,Bed Bath & Beyond,Bedding,Credit Card,Mar,252.4417999,0.0005048835998000001,18-25
Canada,41.0,Male,Premium,2024-01-17,2024,1,5.0,560.6055166,Electronics,Samsung,Tablet,Credit Card,Jan,112.12110332,0.0005606055166,36-50
Australia,59.0,Male,Premium,2024-01-19,2024,1,2.0,21.41608045,Home Decor,IKEA,Furniture,Credit Card,Jan,10.708040225,2.141608045e-05,50+
USA,34.0,Male,Regular,2023-10-17,2023,10,2.0,144.0347508,Grocery,Coca-Cola,Water,Debit Card,Oct,72.0173754,0.00014403475080000002,26-35
Canada,33.0,Female,New,2023-06-29,2023,6,9.0,3083.033472,Home Decor,Home Depot,Decorations,Debit Card,Jun,342.5592746666667,0.003083033472,26-35
UK,22.0,Female,Regular,2023-12-28,2023,12,6.0,1905.472688,Books,Random House,Non-Fiction,Debit Card,Dec,317.5787813333333,0.0019054726880000001,18-25
UK,21.0,Male,Regular,2023-03-29,2023,3,5.0,1549.705397,Electronics,Sony,Television,PayPal,Mar,309.9410794,0.001549705397,18-25
USA,22.0,Male,Regular,2023-05-14,2023,5,9.0,2751.031813,Books,Random House,Literature,Debit Card,May,305.67020144444444,0.002751031813,18-25
USA,23.0,Male,Regular,2023-03-27,2023,3,9.0,1658.592932,Clothing,Nike,T-shirt,Credit Card,Mar,184.28810355555555,0.001658592932,18-25
Australia,70.0,Male,Premium,2023-04-20,2023,4,9.0,1305.781119,Home Decor,IKEA,Decorations,Credit Card,Apr,145.086791,0.001305781119,50+
Australia,46.0,Male,Regular,2023-12-23,2023,12,3.0,983.4520963,Grocery,Coca-Cola,Water,Cash,Dec,327.81736543333335,0.0009834520963,36-50
USA,34.0,Female,Regular,2024-02-28,2024,2,5.0,1920.068924,Grocery,Pepsi,Water,Cash,Feb,384.0137848,0.001920068924,26-35
Canada,20.0,Male,Regular,2023-12-24,2023,12,6.0,239.0414312,Grocery,Coca-Cola,Juice,PayPal,Dec,39.840238533333334,0.0002390414312,18-25
UK,24.0,Male,Regular,2023-09-16,2023,9,1.0,275.5502677,Home Decor,IKEA,Furniture,PayPal,Sep,275.5502677,0.00027555026770000003,18-25
Australia,22.0,Male,Regular,2023-04-18,2023,4,3.0,511.5023054,Grocery,Coca-Cola,Soft Drink,Debit Card,Apr,170.50076846666667,0.0005115023054,18-25
Australia,58.0,Female,Regular,2023-05-31,2023,5,2.0,776.7121062,Electronics,BlueStar,BlueStar AC,Credit Card,May,388.3560531,0.0007767121062,50+
UK,63.0,Female,New,2023-07-14,2023,7,3.0,1051.437747,Electronics,Samsung,Smartphone,PayPal,Jul,350.479249,0.001051437747,50+
USA,26.0,Male,Regular,2024-01-17,2024,1,3.0,795.0817767,Electronics,Whirepool,Fridge,Cash,Jan,265.0272589,0.0007950817767,26-35
Australia,46.0,Unknown,Regular,2023-06-21,2023,6,9.0,3517.80656,Grocery,Coca-Cola,Juice,Cash,Jun,390.86739555555556,0.00351780656,36-50
Australia,21.0,Male,Premium,2023-03-23,2023,3,2.0,898.2117813,Clothing,Nike,Shoes,Debit Card,Mar,449.10589065,0.0008982117813,18-25
Germany,22.0,Male,Regular,2023-09-22,2023,9,1.0,264.573028,Books,HarperCollins,Non-Fiction,Cash,Sep,264.573028,0.00026457302800000004,18-25
Australia,56.0,Male,Regular,2023-08-28,2023,8,2.0,791.2026988,Home Decor,Home Depot,Decorations,Cash,Aug,395.6013494,0.0007912026988,50+
Germany,22.0,Male,Regular,2023-08-30,2023,8,7.0,1714.433129,Electronics,Apple,Smartphone,Cash,Aug,244.91901842857143,0.001714433129,18-25
USA,34.0,Male,Regular,2023-08-20,2023,8,9.0,2281.835863,Grocery,Pepsi,Water,Credit Card,Aug,253.5373181111111,0.002281835863,26-35
UK,21.0,Male,Regular,2024-02-16,2024,2,5.0,1290.515741,Grocery,Coca-Cola,Juice,Debit Card,Feb,258.10314819999996,0.001290515741,18-25
USA,46.0,Male,New,2023-11-29,2023,11,9.0,3473.234239,Grocery,Coca-Cola,Water,Cash,Nov,385.91491544444443,0.003473234239,36-50
UK,48.0,Male,Regular,2023-06-24,2023,6,7.0,2410.778534,Electronics,Apple,Tablet,Debit Card,Jun,344.39693342857146,0.002410778534,36-50
UK,20.0,Female,Regular,2023-11-29,2023,11,7.0,2387.559778,Electronics,Sony,Television,Debit Card,Nov,341.07996828571424,0.002387559778,18-25
USA,46.0,Male,Premium,2023-12-22,2023,12,2.0,490.6571932,Electronics,Sony,Headphones,PayPal,Dec,245.3285966,0.0004906571932,36-50
UK,54.0,Male,Premium,2023-04-22,2023,4,8.0,94.52455338,Clothing,Nike,Shorts,Debit Card,Apr,11.8155691725,9.452455338e-05,50+
Canada,63.0,Male,Premium,2024-02-27,2024,2,4.0,1783.98251,Electronics,Samsung,Tablet,Cash,Feb,445.9956275,0.00178398251,50+
Canada,46.0,Female,Premium,2023-03-18,2023,3,10.0,4409.4299,Clothing,Adidas,T-shirt,Credit Card,Mar,440.94299,0.0044094299,36-50
Australia,26.0,Male,Regular,2023-06-14,2023,6,10.0,2416.532119,Grocery,Nestle,Chocolate,PayPal,Jun,241.6532119,0.002416532119,26-35
Germany,20.0,Female,Premium,2023-11-17,2023,11,8.0,417.4491014,Electronics,Apple,Tablet,PayPal,Nov,52.181137675,0.0004174491014,18-25
USA,20.0,Female,Premium,2023-09-15,2023,9,9.0,4227.887166,Grocery,Pepsi,Soft Drink,Cash,Sep,469.7652406666667,0.004227887166000001,18-25
